:START_ID(AcquiredPoint),:END_ID(DataPoint),:TYPE
-2604498308756302726,-6429224564021299589,DataPoint
-2603901603494555247,5649723483193569771,DataPoint
-2600520272559054018,6395094166938777952,DataPoint
-2600317177028181200,-4106887350265432550,DataPoint
-2599790814346971737,-2411162311537972639,DataPoint
-2599418379354112268,5410947121347882853,DataPoint
-2598777111834630531,-558610269239559175,DataPoint
-2598018619058615480,-2980273523901128968,DataPoint
-2596424353359088337,7214499395594318230,DataPoint
-2596238949652826109,-850838976784033655,DataPoint
-2595897945887095996,3347078228020056874,DataPoint
-2595655244755755109,-9056277028644320420,DataPoint
-2595324030138470558,7416799883392258271,DataPoint
-2594970290387173456,3128826227799140502,DataPoint
-2594025512199783592,-3918348109346915957,DataPoint
-2594011517478590768,-5442897542344330574,DataPoint
-2593670644237960635,-7281966794296777991,DataPoint
-2593299595234421577,4442536933963322942,DataPoint
-2592457240991350986,1125754924563169213,DataPoint
-2591380649804763968,8120411159989566731,DataPoint
-2591057617765371510,-4106887350265432550,DataPoint
-2589915328855221620,5294681256994906769,DataPoint
-2588873798107418712,-7079399585073114153,DataPoint
-2588667449717001268,-3822386420320960849,DataPoint
-2588417363070029268,8367533239691003131,DataPoint
-2587764524274758273,-7315681560399614650,DataPoint
-2587069626468592919,-1071549119801377973,DataPoint
-2586490895079173786,2882018361738066861,DataPoint
-2586351017232668245,5294681256994906769,DataPoint
-2586074346051208091,8288837357799345087,DataPoint
-2585778627876948427,2634557557309789682,DataPoint
-2585594361751211197,-5029771682129617715,DataPoint
-2585583122497864197,-5268872515968967676,DataPoint
-2585040002143917032,7382963025244977099,DataPoint
-2582544173948397648,3128826227799140502,DataPoint
-2579203765800740894,837528360059851808,DataPoint
-2577136310906611103,2437218390141491670,DataPoint
-2576327407180341329,3665199512301889811,DataPoint
-2575332861656335884,-5442897542344330574,DataPoint
-2574639081204539510,3747617495677930292,DataPoint
-2574258650282574522,-7354470963609129697,DataPoint
-2574084929063941890,2940255051291319326,DataPoint
-2573525052518553467,-3751646243458018110,DataPoint
-2573509696271865651,-5029771682129617715,DataPoint
-2573377282253175031,-7359470002711444108,DataPoint
-2573166474989468210,6357897790782223720,DataPoint
-2572464309436245106,6230617965214343981,DataPoint
-2571530777576630992,-7796288117367534758,DataPoint
-2570999683956913238,9199039906194047850,DataPoint
-2570744230224583656,1615179447846403173,DataPoint
-2570555934775942485,2710492640312594223,DataPoint
-2570091459739939384,205209450853171831,DataPoint
-2569696615076529083,-8146906127921858665,DataPoint
-2568602766678893498,-8578873735341428416,DataPoint
-2568283129407758751,50511669530153989,DataPoint
-2567289389106637360,2940255051291319326,DataPoint
-2566755874275169751,6357897790782223720,DataPoint
-2566219767591112596,8738725814823506476,DataPoint
-2565878884983258078,-5902388810790426270,DataPoint
-2565066391326815350,7214499395594318230,DataPoint
-2563006450771462589,-3533523101956952860,DataPoint
-2562135567421510444,3763752220587737635,DataPoint
-2561519904789669214,-2980273523901128968,DataPoint
-2560324646966404965,2339136593384590421,DataPoint
-2559757018900194429,6852134207894979538,DataPoint
-2558644782069795604,2628111213739687194,DataPoint
-2558247280533943076,-5136369798597093155,DataPoint
-2557935659674470400,8738725814823506476,DataPoint
-2557487120639793046,8120411159989566731,DataPoint
-2555728118082498741,-7796288117367534758,DataPoint
-2555598060846471240,4600377947495831026,DataPoint
-2555366841209506261,1497393525103309001,DataPoint
-2555257567028348964,-7652749906143060367,DataPoint
-2553453058238131671,-1964903838634371121,DataPoint
-2553424894044796614,255041909978111336,DataPoint
-2553221413368331321,-5029771682129617715,DataPoint
-2551311818279249622,-653727541234250282,DataPoint
-2551007156161347649,-955776950419061885,DataPoint
-2550434628520816805,3111253364727477595,DataPoint
-2549768091136263275,1072192838100599689,DataPoint
-2549180026012407731,4432307946199779359,DataPoint
-2548466044288506340,-9208385875120264535,DataPoint
-2547953573680915853,554653332849062483,DataPoint
-2547170235785930205,2710492640312594223,DataPoint
-2546484042615923870,4636617981641363666,DataPoint
-2545482413662874130,8169661977572486596,DataPoint
-2543147956282583612,2978725479716890747,DataPoint
-2543027223779266853,-8966073595887122578,DataPoint
-2541953571221698590,-5268872515968967676,DataPoint
-2541567112592095250,-1002724051348395610,DataPoint
-2540575657724386229,-4656805903672006204,DataPoint
-2540223697896553704,-4051729641874228162,DataPoint
-2538592225571281830,8124445293633227097,DataPoint
-2538246139585657579,-3751646243458018110,DataPoint
-2537377210257724841,6357897790782223720,DataPoint
-2536948870340731487,9199039906194047850,DataPoint
-2535842695447902185,7002982084647961925,DataPoint
-2535524049538925777,-6593422834502324716,DataPoint
-2535170571527877351,-5902388810790426270,DataPoint
-2534815824584419531,7579599337073795740,DataPoint
-2534720882359762857,-3533523101956952860,DataPoint
-2534701123947169483,7328197117602129882,DataPoint
-2532521054592333201,5015229887428493381,DataPoint
-2531822637645864241,-6429224564021299589,DataPoint
-2531664536549853545,-6327789033213181426,DataPoint
-2531659824281963905,-2119461428372176803,DataPoint
-2528726921255222086,-1786151914235030186,DataPoint
-2528494846843460057,-3533523101956952860,DataPoint
-2526659866772340153,5294681256994906769,DataPoint
-2525232653075962493,-6134089995729216084,DataPoint
-2524500020080453018,5659390077294306971,DataPoint
-2523690221251913790,-3533523101956952860,DataPoint
-2522866468851960130,3245967807872503568,DataPoint
-2522597582453682029,-3178430512947345161,DataPoint
-2522025505261672966,-9206791844453479774,DataPoint
-2521886214700529618,-4285821900599484157,DataPoint
-2521816854922414548,2346313829235539952,DataPoint
-2521741444685481851,4432307946199779359,DataPoint
-2520887618966391910,-1786151914235030186,DataPoint
-2520569820204025288,-3751646243458018110,DataPoint
-2520341309996032816,-7281966794296777991,DataPoint
-2519862413292686265,-2475177383897786671,DataPoint
-2518971907930598328,7214499395594318230,DataPoint
-2518957148072118703,-71619079548813826,DataPoint
-2518484382292683330,-4051729641874228162,DataPoint
-2514981393798350655,7658382723632184853,DataPoint
-2513119356605000983,255041909978111336,DataPoint
-2512862373891219786,-7354470963609129697,DataPoint
-2512047383911714103,-3751646243458018110,DataPoint
-2511723852803962914,-1964903838634371121,DataPoint
-2511036358072387143,-663541146244657700,DataPoint
-2510946334343064853,8074813073043485299,DataPoint
-2510195015386862052,7955532306756094023,DataPoint
-2509683245611943684,8237797997585450982,DataPoint
-2509256565778394950,-2508045465271256048,DataPoint
-2508780320191837462,-1445011132548937410,DataPoint
-2507945912547383581,-1071549119801377973,DataPoint
-2504908391286706916,8738725814823506476,DataPoint
-2504285763222698837,-8420545502744499286,DataPoint
-2504185522765233149,-955776950419061885,DataPoint
-2503719274208505143,-5797244606152189405,DataPoint
-2503150085114176148,255041909978111336,DataPoint
-2501842155564407604,-5268872515968967676,DataPoint
-2501831685679627913,-2980273523901128968,DataPoint
-2501401139710222368,-4138400819694905562,DataPoint
-2501001625462758597,-1786151914235030186,DataPoint
-2500845759475412400,6184166125322478171,DataPoint
-2499378072732278672,26509995435247197,DataPoint
-2498721246459200446,-7315681560399614650,DataPoint
-2498695740576000850,6058910148446967055,DataPoint
-2498181820323555600,-1495636201507265338,DataPoint
-2497740467005241730,-4106887350265432550,DataPoint
-2497554808398986186,5410947121347882853,DataPoint
-2497379457535574957,-5902388810790426270,DataPoint
-2497038413110105435,-5136369798597093155,DataPoint
-2496624726912580915,-3822386420320960849,DataPoint
-2496006812615714352,3763752220587737635,DataPoint
-2495747342524434389,8244595296926638230,DataPoint
-2495425341489105176,-8146906127921858665,DataPoint
-2494437167779489552,3665199512301889811,DataPoint
-2494256568182496095,-2868800207031613863,DataPoint
-2494055139348327345,5649723483193569771,DataPoint
-2493723944065636986,-8891891285620117479,DataPoint
-2493435866901293153,8738725814823506476,DataPoint
-2491942457971775224,4432307946199779359,DataPoint
-2491310655032066613,-7796288117367534758,DataPoint
-2490457387412531488,-7990541904998575968,DataPoint
-2490321398829461048,-6593422834502324716,DataPoint
-2488838775191557729,-4019351474211831988,DataPoint
-2488735125879729108,3611307458115920455,DataPoint
-2487796528088380657,6182831833100046817,DataPoint
-2487118494699185070,-587998792699864239,DataPoint
-2487094352654350884,7002982084647961925,DataPoint
-2487037201762457007,4022488887369575927,DataPoint
-2486798702938698615,6422494440539122262,DataPoint
-2486299028226047722,-1495636201507265338,DataPoint
-2486173355184791844,-2411162311537972639,DataPoint
-2484493892680330253,-955776950419061885,DataPoint
-2484479190599468418,6182831833100046817,DataPoint
-2484429412251428618,6504450664251588696,DataPoint
-2484141361941054318,155472071092084904,DataPoint
-2483582886085647985,1554950219842605513,DataPoint
-2483410690880927862,-8966073595887122578,DataPoint
-2483312466529822444,-690804680989285539,DataPoint
-2483259480910674297,5849080221813580520,DataPoint
-2482704869930527523,-690804680989285539,DataPoint
-2481863767978706947,-5873463292017711847,DataPoint
-2481857932852092245,-4157710559197894264,DataPoint
-2481194252044345025,-8155093000214588676,DataPoint
-2479792171307369992,-71619079548813826,DataPoint
-2478967627925060593,4442092314028715889,DataPoint
-2477812656300789398,-8636088449025993826,DataPoint
-2476000356318415921,-1071549119801377973,DataPoint
-2475649586624831857,-1943247991744881273,DataPoint
-2475625737749533312,4432307946199779359,DataPoint
-2472483604125804760,-5883299909471207746,DataPoint
-2472351218338063113,-4432400248405339147,DataPoint
-2471842020828306539,-3794207581563099798,DataPoint
-2471577796532140097,-3377132631558097907,DataPoint
-2471137659429664631,7328197117602129882,DataPoint
-2469191496338442112,-5873463292017711847,DataPoint
-2468756783176219081,8077739029709918585,DataPoint
-2468551027631574012,-8566787001995331970,DataPoint
-2468345539126920658,2634557557309789682,DataPoint
-2468041006474098382,-1964903838634371121,DataPoint
-2466988886178655550,4432307946199779359,DataPoint
-2465103874690451042,-5136369798597093155,DataPoint
-2464792711985118317,2437218390141491670,DataPoint
-2464748725769778223,1187520484269110342,DataPoint
-2464426305291672604,-8420545502744499286,DataPoint
-2464190316795055340,3665199512301889811,DataPoint
-2463001984108454130,-4286116086816162344,DataPoint
-2462770943792959416,-6323185844481532013,DataPoint
-2459175243947535735,1072192838100599689,DataPoint
-2458510307387766522,-690804680989285539,DataPoint
-2458001200679141260,9172469043832294327,DataPoint
-2456954274904657246,1125754924563169213,DataPoint
-2456448937405026578,155472071092084904,DataPoint
-2455507848268426630,3763752220587737635,DataPoint
-2454514693464068971,2710492640312594223,DataPoint
-2454081565215863054,-7450812655500613309,DataPoint
-2452124732588513300,-5650986906416869641,DataPoint
-2451336333084516290,-1256296519478698345,DataPoint
-2450847132686391013,5548954744359644047,DataPoint
-2449473304407103692,2844355113420024868,DataPoint
-2449153157655331816,3187641532366234034,DataPoint
-2448115999470046795,-558610269239559175,DataPoint
-2447846870993354703,26509995435247197,DataPoint
-2444459829756236681,5294681256994906769,DataPoint
-2442649804850635206,5406732768306638318,DataPoint
-2442348559072687598,2978725479716890747,DataPoint
-2440251003411247062,-4138400819694905562,DataPoint
-2440171017814299279,-587998792699864239,DataPoint
-2439760660459909117,6357897790782223720,DataPoint
-2438436008406435698,-6134089995729216084,DataPoint
-2437717896327079210,9172469043832294327,DataPoint
-2435830493100703195,50511669530153989,DataPoint
-2435571117038210869,-3749540195089059296,DataPoint
-2434123047445333230,-1071549119801377973,DataPoint
-2433934366675756016,-1256296519478698345,DataPoint
-2433525260586115937,-1943247991744881273,DataPoint
-2431551752220384938,-1514004982074232629,DataPoint
-2431344454636235612,8367533239691003131,DataPoint
-2430858213258661292,8651977188853429774,DataPoint
-2430634647707032601,6762025442525471925,DataPoint
-2429261843117142734,-7573711229010500040,DataPoint
-2428847789122786099,-7723578991671879771,DataPoint
-2428187756421708733,-2190750915662269960,DataPoint
-2427599082175603847,-1640252274308936244,DataPoint
-2426691643593297443,-1360466901646309596,DataPoint
-2425020695223199927,-6722382392903185077,DataPoint
-2424172110714644231,-3749540195089059296,DataPoint
-2423880002713346256,-8891891285620117479,DataPoint
-2423668894782459003,-4324301263627745635,DataPoint
-2423107140153298934,1615179447846403173,DataPoint
-2422846009780655741,-9208385875120264535,DataPoint
-2420865608252782524,-4658366569789728925,DataPoint
-2420362431443554938,8651977188853429774,DataPoint
-2419940321938657640,6852134207894979538,DataPoint
-2418090623169199001,-3533523101956952860,DataPoint
-2416448107080333802,3580943868643450885,DataPoint
-2415891571392495930,3128826227799140502,DataPoint
-2415455633453318175,4442092314028715889,DataPoint
-2414945731156621460,2710492640312594223,DataPoint
-2414433966202716263,-4138400819694905562,DataPoint
-2413944838206571255,-7785990881252862290,DataPoint
-2413854038367157144,-4051729641874228162,DataPoint
-2412919584975735114,2882018361738066861,DataPoint
-2412500183075754900,8614130483881762438,DataPoint
-2412171485921704361,-71619079548813826,DataPoint
-2411800889975069064,2035255672019859891,DataPoint
-2411564302362248505,2950926064836155415,DataPoint
-2410215665927975458,3665199512301889811,DataPoint
-2409492392244827294,6182831833100046817,DataPoint
-2409128249124046155,-5837789940359851953,DataPoint
-2408496622501012101,-1812038759933385076,DataPoint
-2407918401826573520,-5557862317633543895,DataPoint
-2406616248301144692,-4330710281473518360,DataPoint
-2406014536258686304,-4794914101060767082,DataPoint
-2405973581980115960,-558610269239559175,DataPoint
-2405912416890742973,8651977188853429774,DataPoint
-2405684554589242793,-735827024759760848,DataPoint
-2405100086983777940,-4794914101060767082,DataPoint
-2404898854420015431,1554950219842605513,DataPoint
-2404791442307812569,-7414915297272803105,DataPoint
-2404497094915098620,-5650986906416869641,DataPoint
-2402978749572279810,-5044075491901839921,DataPoint
-2401628768182225646,5826522902557241743,DataPoint
-2399926298382616108,8614130483881762438,DataPoint
-2398742424925755765,7980562140376949937,DataPoint
-2398315517361426374,-3749540195089059296,DataPoint
-2396077282828359671,1125754924563169213,DataPoint
-2396075873530218980,6504450664251588696,DataPoint
-2395717340671586835,678685911433745605,DataPoint
-2395278831071787792,6130752024369959471,DataPoint
-2393516802524692813,5462897851701403591,DataPoint
-2393478363916415439,8120411159989566731,DataPoint
-2392750024861842890,-1445011132548937410,DataPoint
-2391888880900177681,4289924547671894220,DataPoint
-2391662332499114919,-5442897542344330574,DataPoint
-2390200080419611195,6572994254794162501,DataPoint
-2390082048710117478,-3374465122017082816,DataPoint
-2389869210083945546,6401492359489407176,DataPoint
-2389603238587699723,-5235030103836723629,DataPoint
-2389061742052627280,255041909978111336,DataPoint
-2388328652880140995,5649723483193569771,DataPoint
-2388064716274506439,-4285821900599484157,DataPoint
-2387720385580249109,4442536933963322942,DataPoint
-2387499745430642849,-1640252274308936244,DataPoint
-2387138464482521308,-3918348109346915957,DataPoint
-2386518526454405775,-5837789940359851953,DataPoint
-2386187483437631703,6459368125514513908,DataPoint
-2385877412603308778,4486505010488519050,DataPoint
-2385864206884791209,6490516709927279216,DataPoint
-2384665469882536204,-5172508360747922287,DataPoint
-2384345974068633748,2437218390141491670,DataPoint
-2383907862059689905,-7772885419950609881,DataPoint
-2383021554987270486,-2868800207031613863,DataPoint
-2382382754684598547,-5442897542344330574,DataPoint
-2379972223985847945,-4019351474211831988,DataPoint
-2379474867322107134,-7315681560399614650,DataPoint
-2379400078522184191,-197568753527244972,DataPoint
-2377238030956831710,2007117552201740649,DataPoint
-2377058668100825840,-8584631714929899164,DataPoint
-2375852669545900044,837528360059851808,DataPoint
-2375692659650297355,-5473020888422529961,DataPoint
-2373514222377184660,-2190750915662269960,DataPoint
-2371759942160204847,2846735371487399248,DataPoint
-2370883589913040993,7658382723632184853,DataPoint
-2370389482776398119,-4051729641874228162,DataPoint
-2367566718445110396,4486505010488519050,DataPoint
-2367179358469857098,-4693177115812025705,DataPoint
-2366903959624296974,8802880531903383332,DataPoint
-2366370300160960172,6395094166938777952,DataPoint
-2365772217623560203,-7281966794296777991,DataPoint
-2364973321928940224,-5172508360747922287,DataPoint
-2364584610882061306,-4330710281473518360,DataPoint
-2364058248228748287,-3533523101956952860,DataPoint
-2363312949253696777,-8420545502744499286,DataPoint
-2363301856914284619,3763752220587737635,DataPoint
-2363218750520816774,-3341500039365543862,DataPoint
-2362248693028803507,-7796288117367534758,DataPoint
-2361621867791659643,-6722382392903185077,DataPoint
-2361319636151706798,-9056277028644320420,DataPoint
-2359439304106208995,-2190750915662269960,DataPoint
-2359042874137495237,6883377445328491549,DataPoint
-2358661006265842257,5406732768306638318,DataPoint
-2358657661316889874,-5873463292017711847,DataPoint
-2358622345990521735,7955532306756094023,DataPoint
-2358172815916704999,-9071127688434437152,DataPoint
-2357422743594352726,-8155093000214588676,DataPoint
-2357120794798894813,3347078228020056874,DataPoint
-2356946233434253175,-3377132631558097907,DataPoint
-2356666961730861571,-3377132631558097907,DataPoint
-2356429820334983149,-3377132631558097907,DataPoint
-2356353623281865656,-5172508360747922287,DataPoint
-2356167953282652563,4442092314028715889,DataPoint
-2355878575664760014,6422494440539122262,DataPoint
-2355514461284906894,-3533523101956952860,DataPoint
-2354605310342642055,-8578873735341428416,DataPoint
-2353227111990009599,-2844857161221709846,DataPoint
-2352145853938548931,6883377445328491549,DataPoint
-2351340646167337824,-8155093000214588676,DataPoint
-2350769604822230691,3167449301340214813,DataPoint
-2350597285383718959,8150317710680082224,DataPoint
-2349226931275773257,-5136369798597093155,DataPoint
-2348196085733659326,3747617495677930292,DataPoint
-2347682812925289575,-1514004982074232629,DataPoint
-2347137039315540179,-4658366569789728925,DataPoint
-2346812529235404649,4289924547671894220,DataPoint
-2346602951712507447,1772157545352428127,DataPoint
-2345791326202326062,-8146906127921858665,DataPoint
-2345107184539465162,3128826227799140502,DataPoint
-2342880532845662273,6762025442525471925,DataPoint
-2342246740557519987,-3751646243458018110,DataPoint
-2341820651200651965,-3377132631558097907,DataPoint
-2340868033737817824,977392565289234386,DataPoint
-2339830390698602494,-2386708625767336575,DataPoint
-2338573465174157078,-5837789940359851953,DataPoint
-2338496601918487159,-4106887350265432550,DataPoint
-2338083582095583611,-7723578991671879771,DataPoint
-2337117838874285972,-1002724051348395610,DataPoint
-2336630742541610405,8651977188853429774,DataPoint
-2335099560068587536,2844355113420024868,DataPoint
-2334664115625040820,-4157710559197894264,DataPoint
-2334115133338940968,-8155093000214588676,DataPoint
-2333884268132654262,155472071092084904,DataPoint
-2333682564905876018,2035255672019859891,DataPoint
-2332720160151689449,-4019351474211831988,DataPoint
-2329896325046566994,8288837357799345087,DataPoint
-2329743759228273629,-4019351474211831988,DataPoint
-2329608884835544088,-8966073595887122578,DataPoint
-2329224368027069694,8651977188853429774,DataPoint
-2329187130270137072,2846735371487399248,DataPoint
-2328555511242488767,3169333405755331065,DataPoint
-2327928699817480835,3128826227799140502,DataPoint
-2327573040700450054,-8566787001995331970,DataPoint
-2327077364924149294,8129587195639391968,DataPoint
-2326589628566698292,7696812839592535116,DataPoint
-2326399538355250156,5294681256994906769,DataPoint
-2326258593904378801,678685911433745605,DataPoint
-2325108899418042365,-9056277028644320420,DataPoint
-2325076253269594644,3580943868643450885,DataPoint
-2324114829071207218,9172469043832294327,DataPoint
-2323761897867880173,-6464651650585887677,DataPoint
-2323640313761638270,8077739029709918585,DataPoint
-2323278064158022539,-5557862317633543895,DataPoint
-2323097056405827253,-735827024759760848,DataPoint
-2323011612434655505,6130752024369959471,DataPoint
-2322861348716841889,-7772885419950609881,DataPoint
-2320260026994796908,1884368550472138822,DataPoint
-2319795428135109329,-6134089995729216084,DataPoint
-2319177566281913525,1187520484269110342,DataPoint
-2318857509264534517,7980562140376949937,DataPoint
-2318330134740781621,7980562140376949937,DataPoint
-2318324336126062574,3665199512301889811,DataPoint
-2317808039136444701,5231293476654896319,DataPoint
-2317652989035708939,50511669530153989,DataPoint
-2317646417838359755,-71619079548813826,DataPoint
-2315230334100518780,-6429224564021299589,DataPoint
-2315040554946253672,-7281966794296777991,DataPoint
-2314228382635272021,-2925025384902009946,DataPoint
-2313623757963499559,6864021986634505877,DataPoint
-2311822005773687556,-2868800207031613863,DataPoint
-2310563099717605399,-3751646243458018110,DataPoint
-2309791821004018964,2346313829235539952,DataPoint
-2308386553879316075,-5473020888422529961,DataPoint
-2307839751209095902,-7450812655500613309,DataPoint
-2307532855301853655,-7281966794296777991,DataPoint
-2307030471056827113,-8649375362184708888,DataPoint
-2306781923632462577,1615179447846403173,DataPoint
-2306770310524443457,-6327789033213181426,DataPoint
-2304314767529112398,3763752220587737635,DataPoint
-2303122330681997831,628281428527333930,DataPoint
-2301982346042479867,-7315681560399614650,DataPoint
-2301807939476410653,3128826227799140502,DataPoint
-2300529996138414570,-7796288117367534758,DataPoint
-2300379535733599895,9199039906194047850,DataPoint
-2299921890633423224,8120411159989566731,DataPoint
-2299764482795823314,-7796288117367534758,DataPoint
-2299752988990973550,-8578873735341428416,DataPoint
-2299634815909671234,-3794207581563099798,DataPoint
-2299549437062486031,3851357297857181230,DataPoint
-2299442831881038100,-2844857161221709846,DataPoint
-2299132448004302154,-3341500039365543862,DataPoint
-2299035380821036455,554653332849062483,DataPoint
-2297033647414532796,3747617495677930292,DataPoint
-2296860846898331470,-3749540195089059296,DataPoint
-2296569156232228724,205209450853171831,DataPoint
-2295940776594690204,2846735371487399248,DataPoint
-2294970492997510343,-106798104678236280,DataPoint
-2294401312827778156,-5044075491901839921,DataPoint
-2294016650707474336,5406732768306638318,DataPoint
-2290109113223147780,3167449301340214813,DataPoint
-2289142897190184249,-71619079548813826,DataPoint
-2289043587516459493,-6715933180870781913,DataPoint
-2287276766596350000,-3533523101956952860,DataPoint
-2286536695496445713,6558939559789025422,DataPoint
-2286395458684048643,-6623594200490381592,DataPoint
-2284020271741568695,1125754924563169213,DataPoint
-2282642690642181227,8120411159989566731,DataPoint
-2282365474358654733,5633071282474936649,DataPoint
-2282331458549003579,-147279165411200782,DataPoint
-2281974268969660501,-2190750915662269960,DataPoint
-2281954117813133883,-7573711229010500040,DataPoint
-2281932461790523672,7955532306756094023,DataPoint
-2280943496032852007,8237797997585450982,DataPoint
-2280551563146073539,1884368550472138822,DataPoint
-2280012022051712164,8077739029709918585,DataPoint
-2279891567934978597,2035255672019859891,DataPoint
-2279545770525178427,-7450812655500613309,DataPoint
-2277777393498950241,-8017870047410190706,DataPoint
-2276631629242904858,-1363619737792666951,DataPoint
-2276462701552428558,2710492640312594223,DataPoint
-2275141409507755051,8367533239691003131,DataPoint
-2274777150281753225,-7197741952579302372,DataPoint
-2274745004110161934,-4794914101060767082,DataPoint
-2274322852004968685,6182831833100046817,DataPoint
-2273892917576193448,2854608764606661332,DataPoint
-2272951574544006122,6459368125514513908,DataPoint
-2270780872174596884,-6134089995729216084,DataPoint
-2270139028970491044,50511669530153989,DataPoint
-2269949576184563459,-7315681560399614650,DataPoint
-2269842386935827835,-9056277028644320420,DataPoint
-2269604380527784624,-8017870047410190706,DataPoint
-2269326222972982191,-4330710281473518360,DataPoint
-2269028168895432320,2634557557309789682,DataPoint
-2266436248272333016,8288837357799345087,DataPoint
-2262699851750367969,6130752024369959471,DataPoint
-2262521730317561430,2628111213739687194,DataPoint
-2261990502562839199,7382963025244977099,DataPoint
-2261538189463339415,-558610269239559175,DataPoint
-2260252746271692766,6048361804962262178,DataPoint
-2259937227889909400,6182831833100046817,DataPoint
-2259810682260134259,-5873463292017711847,DataPoint
-2259558770799882202,7980562140376949937,DataPoint
-2258170485358787217,50511669530153989,DataPoint
-2257363113639968160,6762025442525471925,DataPoint
-2256715675919225793,-7354470963609129697,DataPoint
-2255570935682865491,8738725814823506476,DataPoint
-2254804619417147468,612154465138853679,DataPoint
-2254371206099969176,5548954744359644047,DataPoint
-2254213841064876174,6058910148446967055,DataPoint
-2253446823220904907,6401492359489407176,DataPoint
-2252969965591606068,8738725814823506476,DataPoint
-2252611584713086282,6459368125514513908,DataPoint
-2251620209462975529,-1943247991744881273,DataPoint
-2250406056985165924,-9206791844453479774,DataPoint
-2249707712215089077,5015229887428493381,DataPoint
-2249265862160743442,-7197741952579302372,DataPoint
-2249242871184794671,-6593422834502324716,DataPoint
-2249103412941028291,-7652749906143060367,DataPoint
-2248394815951325800,1497393525103309001,DataPoint
-2247780549120084985,8614130483881762438,DataPoint
-2247703406232574891,-1622838103865765189,DataPoint
-2247084874000956623,-1640252274308936244,DataPoint
-2246232992452660854,5849080221813580520,DataPoint
-2245680153011628893,-7136098537311129923,DataPoint
-2245551507145445235,-587998792699864239,DataPoint
-2245456504240445391,-4051729641874228162,DataPoint
-2245345333623578694,8651977188853429774,DataPoint
-2244920442780965119,-106798104678236280,DataPoint
-2244682284070797705,2020205123310551648,DataPoint
-2244072364570792881,-9206791844453479774,DataPoint
-2243836638740664668,-5029771682129617715,DataPoint
-2243268930315270142,8288837357799345087,DataPoint
-2242409618790918431,7416799883392258271,DataPoint
-2242386295493935677,-424942856488150780,DataPoint
-2241963140054474230,-5235030103836723629,DataPoint
-2240832801019195704,-2322025920163202336,DataPoint
-2240572653933574790,-1812038759933385076,DataPoint
-2239567408703124138,4854931088945340612,DataPoint
-2239271165921181847,-653727541234250282,DataPoint
-2238145987909088425,2710492640312594223,DataPoint
-2237568887280965947,5633071282474936649,DataPoint
-2237155017262907803,8367533239691003131,DataPoint
-2236892050080344060,6401492359489407176,DataPoint
-2235281618455761742,-1360466901646309596,DataPoint
-2235156748227187809,5837200614112843287,DataPoint
-2234291586762856133,5406732768306638318,DataPoint
-2234272942819027215,3928740194012335759,DataPoint
-2234266024606979600,8614130483881762438,DataPoint
-2234165617451666991,5294681256994906769,DataPoint
-2233678092705997138,-1002724051348395610,DataPoint
-2232724223821800069,-6134089995729216084,DataPoint
-2231386353762519022,1884368550472138822,DataPoint
-2231351310751025970,6184166125322478171,DataPoint
-2229129236378411012,3347078228020056874,DataPoint
-2228855031274532393,6572994254794162501,DataPoint
-2228679285836979966,1772157545352428127,DataPoint
-2228621126631756203,-663541146244657700,DataPoint
-2227368801512928320,3851357297857181230,DataPoint
-2226190362811173305,255041909978111336,DataPoint
-2224963827681395233,-5473020888422529961,DataPoint
-2224430275655308332,-1622838103865765189,DataPoint
-2224085189569515053,-4656805903672006204,DataPoint
-2221369740818538348,-3822386420320960849,DataPoint
-2221113160160292243,3245967807872503568,DataPoint
-2220989858809635123,3347078228020056874,DataPoint
-2220645689441257088,-1002724051348395610,DataPoint
-2219225013709074380,-9206791844453479774,DataPoint
-2218635199765353247,-1360466901646309596,DataPoint
-2218488566204829505,-1514004982074232629,DataPoint
-2218024877207640553,8614130483881762438,DataPoint
-2217920110966503773,-767125499386215193,DataPoint
-2215662225956054755,-7469463114722689664,DataPoint
-2214128828785645373,-7573711229010500040,DataPoint
-2213864634273221729,6463147679339733745,DataPoint
-2213546503727250592,1554950219842605513,DataPoint
-2213260396765599400,6772972574815946712,DataPoint
-2213245548956281855,-106798104678236280,DataPoint
-2213196330706072623,-3786157027243760643,DataPoint
-2212881043271090056,-147279165411200782,DataPoint
-2212722517597690957,-4543649962601384866,DataPoint
-2212311794647481062,-1071549119801377973,DataPoint
-2211843112474456956,-8891891285620117479,DataPoint
-2211685544942260256,-3377132631558097907,DataPoint
-2210278100936807379,-6593422834502324716,DataPoint
-2207921043082177126,6504450664251588696,DataPoint
-2207577982776742313,7567872231686663842,DataPoint
-2206837267220123120,6401492359489407176,DataPoint
-2206715058910391297,8802880531903383332,DataPoint
-2205917573601742620,7002982084647961925,DataPoint
-2205288770095369108,6395094166938777952,DataPoint
-2205134199638054253,-9056277028644320420,DataPoint
-2204842351242758552,4486505010488519050,DataPoint
-2203944861280150205,7579599337073795740,DataPoint
-2203852690289233099,3111253364727477595,DataPoint
-2203334595302268387,256926599489820195,DataPoint
-2202729756049976726,-8578873735341428416,DataPoint
-2202309323847974413,-3749540195089059296,DataPoint
-2201412448629183026,-6464651650585887677,DataPoint
-2201331033978872982,-3822386420320960849,DataPoint
-2201160405373679166,6048361804962262178,DataPoint
-2200982020607954212,2978725479716890747,DataPoint
-2200360940718362574,4022488887369575927,DataPoint
