:START_ID(AcquiredPoint),:END_ID(DataPoint),:TYPE
-4926566270492230243,5294681256994906769,DataPoint
-4925979503630995508,628281428527333930,DataPoint
-4925877573821146374,8169661977572486596,DataPoint
-4924282661840643600,-663541146244657700,DataPoint
-4922323551765696312,6463147679339733745,DataPoint
-4922110783604497119,-7354470963609129697,DataPoint
-4921230049177942354,-5797244606152189405,DataPoint
-4921023796021509156,-6134089995729216084,DataPoint
-4920935784974732277,7567872231686663842,DataPoint
-4920043101658515090,-3751646243458018110,DataPoint
-4918789663590671583,-9056277028644320420,DataPoint
-4918115141161029906,-5473020888422529961,DataPoint
-4917430755623926309,6182831833100046817,DataPoint
-4917197083538630409,-6429224564021299589,DataPoint
-4915766232912988464,8614130483881762438,DataPoint
-4915622485283251182,7002982084647961925,DataPoint
-4915399138695844245,-5136369798597093155,DataPoint
-4914590714722467418,-2411162311537972639,DataPoint
-4914227267337069554,-1690841469779243908,DataPoint
-4913774847952507695,-1812038759933385076,DataPoint
-4912383774645894671,-8566787001995331970,DataPoint
-4910840362012080185,-1812038759933385076,DataPoint
-4909077295942500900,-1002724051348395610,DataPoint
-4908592936933219383,2950926064836155415,DataPoint
-4908502389404526130,-2119461428372176803,DataPoint
-4908321850138233691,8367533239691003131,DataPoint
-4907489557759917316,-3377132631558097907,DataPoint
-4906952801757444092,5826522902557241743,DataPoint
-4906495949082466108,256926599489820195,DataPoint
-4906278574224107566,1497393525103309001,DataPoint
-4905542537249029565,255041909978111336,DataPoint
-4903712859694790348,6762025442525471925,DataPoint
-4901205733464107410,-7079399585073114153,DataPoint
-4900820331279724099,8237797997585450982,DataPoint
-4898114738560104068,3665199512301889811,DataPoint
-4894581261272322579,-424942856488150780,DataPoint
-4894337555587774119,1072192838100599689,DataPoint
-4892431045754779010,-663541146244657700,DataPoint
-4891827728207427979,4289924547671894220,DataPoint
-4891535630216909113,-6323185844481532013,DataPoint
-4890934080151116060,-8566787001995331970,DataPoint
-4888453596220255271,4432307946199779359,DataPoint
-4887702623546474886,6184166125322478171,DataPoint
-4885984576450151488,7002982084647961925,DataPoint
-4885162658679329050,-6623594200490381592,DataPoint
-4883950294502652077,3763752220587737635,DataPoint
-4882708705954770880,-6593422834502324716,DataPoint
-4882380701103872923,5502994436731763927,DataPoint
-4881316267448346592,-7723578991671879771,DataPoint
-4881218550542201159,-1786151914235030186,DataPoint
-4880854357999700109,6459368125514513908,DataPoint
-4880711855038630351,1072192838100599689,DataPoint
-4880245029284717932,-6222144195395661580,DataPoint
-4878702014515562263,-9071127688434437152,DataPoint
-4877761191901967685,-8566787001995331970,DataPoint
-4876904153133006205,-6806661735425837259,DataPoint
-4876807865150489516,-1640252274308936244,DataPoint
-4875212848063199717,-7652749906143060367,DataPoint
-4874741692333224835,-5650986906416869641,DataPoint
-4874319478363463546,-8636088449025993826,DataPoint
-4873154673707877391,554653332849062483,DataPoint
-4873042829097066093,26509995435247197,DataPoint
-4872812992443776574,-6327789033213181426,DataPoint
-4870311284149540103,1187520484269110342,DataPoint
-4869093563247563911,-735827024759760848,DataPoint
-4868980108845294933,-2475177383897786671,DataPoint
-4867566907830324353,-106798104678236280,DataPoint
-4866374664016636066,-7136098537311129923,DataPoint
-4864710145455476465,-5235030103836723629,DataPoint
-4864609150175809608,6058910148446967055,DataPoint
-4863939547327585890,-8636088449025993826,DataPoint
-4863046494764087355,5659390077294306971,DataPoint
-4861860634438169340,3128826227799140502,DataPoint
-4861756205234670975,2339136593384590421,DataPoint
-4860404541835894588,8651977188853429774,DataPoint
-4860404145341955091,1187520484269110342,DataPoint
-4860065684352558161,7980562140376949937,DataPoint
-4859831476767476046,2437218390141491670,DataPoint
-4859527248026402480,5294681256994906769,DataPoint
-4859019287383620995,7771670790980631174,DataPoint
-4858815306530969676,6558939559789025422,DataPoint
-4858205086225230940,5294681256994906769,DataPoint
-4857487990065778330,26509995435247197,DataPoint
-4857357937311303996,4442536933963322942,DataPoint
-4856501170722458708,7658382723632184853,DataPoint
-4856315342285184753,-2190750915662269960,DataPoint
-4856198961414376600,3665199512301889811,DataPoint
-4856090449543698017,2846735371487399248,DataPoint
-4855457436852847926,2710492640312594223,DataPoint
-4854274341104993731,6422494440539122262,DataPoint
-4854197280109059521,8074813073043485299,DataPoint
-4854024174779898177,5979140652367618447,DataPoint
-4853335007529394117,-6327789033213181426,DataPoint
-4853212573351204415,5548954744359644047,DataPoint
-4853022363904465462,2710492640312594223,DataPoint
-4851595487664958204,7955532306756094023,DataPoint
-4850791545067147099,-9056277028644320420,DataPoint
-4849883175452301611,3665199512301889811,DataPoint
-4849510682694275317,7579599337073795740,DataPoint
-4849251504958122539,8237797997585450982,DataPoint
-4848478158677900518,5649723483193569771,DataPoint
-4847400399675191812,6158488300864379397,DataPoint
-4846958864349567992,-7478811315506368655,DataPoint
-4845848626647143813,3128826227799140502,DataPoint
-4845782117586659282,-2190750915662269960,DataPoint
-4845510215532271132,-71619079548813826,DataPoint
-4843331899145860416,6490516709927279216,DataPoint
-4842705186261112222,5837200614112843287,DataPoint
-4842472779727225597,7980562140376949937,DataPoint
-4841477137190563795,6182831833100046817,DataPoint
-4840935955122090049,4486505010488519050,DataPoint
-4839959611261036855,9172469043832294327,DataPoint
-4839372849858471652,2882018361738066861,DataPoint
-4839298048885506837,-7796288117367534758,DataPoint
-4838697449874859082,994866972177147178,DataPoint
-4838168985464699377,8124445293633227097,DataPoint
-4838111863230741214,-1690841469779243908,DataPoint
-4837613895525931613,6463147679339733745,DataPoint
-4837476461499605984,-4106887350265432550,DataPoint
-4837332879324908803,6048361804962262178,DataPoint
-4836609051765159037,-6806661735425837259,DataPoint
-4834380667334303394,5548954744359644047,DataPoint
-4833722608762588216,6459368125514513908,DataPoint
-4833334809629072507,-1964903838634371121,DataPoint
-4833297542436791153,1615179447846403173,DataPoint
-4833293762980008350,4432307946199779359,DataPoint
-4833148964248453478,7696812839592535116,DataPoint
-4833072377137712591,-8566787001995331970,DataPoint
-4832451095415029192,7214499395594318230,DataPoint
-4830928552337812740,-5235030103836723629,DataPoint
-4830127530415005519,4600377947495831026,DataPoint
-4829023915846492904,-5268872515968967676,DataPoint
-4828871501115857606,2007117552201740649,DataPoint
-4828500736378392920,6104384769249699519,DataPoint
-4827235035989357478,-3822386420320960849,DataPoint
-4826932204312188553,7235315460169122707,DataPoint
-4826930829530924367,-3749540195089059296,DataPoint
-4826004052890514049,-6429224564021299589,DataPoint
-4823966647696084959,-3377132631558097907,DataPoint
-4823607041890130481,-3341500039365543862,DataPoint
-4821770365023116226,-558610269239559175,DataPoint
-4821266467036548980,7696812839592535116,DataPoint
-4820100771499447122,26509995435247197,DataPoint
-4820082808722787411,5659390077294306971,DataPoint
-4819749507017216758,5440925227133709451,DataPoint
-4819048671504625911,-587998792699864239,DataPoint
-4818860707975714030,-2475177383897786671,DataPoint
-4818796366658416336,-7469463114722689664,DataPoint
-4817978938939671711,8614130483881762438,DataPoint
-4817848242215054420,-8420545502744499286,DataPoint
-4816357068416515298,7002982084647961925,DataPoint
-4814556899401586188,1072192838100599689,DataPoint
-4812998759998607938,6762025442525471925,DataPoint
-4811580918482203119,1548000715769005055,DataPoint
-4811298970087803442,-8891891285620117479,DataPoint
-4810986663251213185,1187520484269110342,DataPoint
-4809811945530768832,-7652749906143060367,DataPoint
-4809805906310193644,-3827264414469826764,DataPoint
-4808766010391786872,4309420700426708602,DataPoint
-4808467792626588962,-1622838103865765189,DataPoint
-4807350216168333997,628281428527333930,DataPoint
-4806840314456569716,7328197117602129882,DataPoint
-4804583799107156023,6463147679339733745,DataPoint
-4804310329775430991,-1622838103865765189,DataPoint
-4803849972767963070,5406732768306638318,DataPoint
-4802476648636405814,7235315460169122707,DataPoint
-4800473057606530453,-3749540195089059296,DataPoint
-4799090803322996808,-3377132631558097907,DataPoint
-4798560804389337281,-1059501172949486794,DataPoint
-4797766179654115183,3187641532366234034,DataPoint
-4797014723084334257,8651977188853429774,DataPoint
-4796009450290813789,8288837357799345087,DataPoint
-4795339840711508708,-3533523101956952860,DataPoint
-4793430586060027936,2020205123310551648,DataPoint
-4793211842817286253,5410947121347882853,DataPoint
-4792152492529078383,-3374465122017082816,DataPoint
-4791477345198087014,8367533239691003131,DataPoint
-4791469219768947546,-1812038759933385076,DataPoint
-4791391430733833101,-1360466901646309596,DataPoint
-4790795183085851664,4854931088945340612,DataPoint
-4790658259921006075,-3827264414469826764,DataPoint
-4788736270022638125,6058910148446967055,DataPoint
-4788416601162009622,8129587195639391968,DataPoint
-4786655500129204767,994866972177147178,DataPoint
-4786507581146801744,-8155093000214588676,DataPoint
-4786497455273575948,6572994254794162501,DataPoint
-4783401998533797198,1615179447846403173,DataPoint
-4783248064101408776,-4285821900599484157,DataPoint
-4782447337011346999,-3822386420320960849,DataPoint
-4782149035649061572,7416799883392258271,DataPoint
-4780963536239893630,-735827024759760848,DataPoint
-4780796084077394848,3747617495677930292,DataPoint
-4780745650030051545,256926599489820195,DataPoint
-4780579178191791911,-2980273523901128968,DataPoint
-4780143763655287822,8367533239691003131,DataPoint
-4779993056886003107,-2868800207031613863,DataPoint
-4779771511405529357,-2868800207031613863,DataPoint
-4777143803888173837,7235315460169122707,DataPoint
-4776135491799593388,-7796288117367534758,DataPoint
-4775902068173858136,-5797244606152189405,DataPoint
-4775812990318323172,8120411159989566731,DataPoint
-4774980100002388566,6762025442525471925,DataPoint
-4774454062490516474,-3822386420320960849,DataPoint
-4774049389430028346,7771670790980631174,DataPoint
-4772777310772199658,5406732768306638318,DataPoint
-4772273292133747642,5837200614112843287,DataPoint
-4771823876143328461,2346313829235539952,DataPoint
-4770599192907007474,-1943247991744881273,DataPoint
-4769939487606378130,5849080221813580520,DataPoint
-4769473695686042740,6852134207894979538,DataPoint
-4769308379710575107,2035255672019859891,DataPoint
-4768362761905369419,7955532306756094023,DataPoint
-4767041570317693155,-1514004982074232629,DataPoint
-4766877264089935930,-2119461428372176803,DataPoint
-4766750412974723177,4680920783900181838,DataPoint
-4766524252213641845,5633071282474936649,DataPoint
-4766271147917097043,-3178430512947345161,DataPoint
-4765918174288413746,4432307946199779359,DataPoint
-4765858584023977463,-1786151914235030186,DataPoint
-4764920056850809701,6864021986634505877,DataPoint
-4764164815428696922,-1256296519478698345,DataPoint
-4763711407716386637,-2508045465271256048,DataPoint
-4761917389092441207,5649723483193569771,DataPoint
-4761152441934165952,-1256296519478698345,DataPoint
-4760916970461267467,6572994254794162501,DataPoint
-4760742043020169034,-3822386420320960849,DataPoint
-4760308125422825703,4442536933963322942,DataPoint
-4760176047277258480,4600377947495831026,DataPoint
-4759967980313790417,7002982084647961925,DataPoint
-4759495401351577655,5633071282474936649,DataPoint
-4759273791307423727,6230617965214343981,DataPoint
-4759226243269500917,-7533563747390499758,DataPoint
-4758516082980503720,3580943868643450885,DataPoint
-4758048164211580612,-9071127688434437152,DataPoint
-4758036893205024892,-7796288117367534758,DataPoint
-4757670869927445655,8124445293633227097,DataPoint
-4757154425408388835,2854608764606661332,DataPoint
-4756926197472824728,-8649375362184708888,DataPoint
-4755985893823935549,-5473020888422529961,DataPoint
-4755087050499873860,8150317710680082224,DataPoint
-4754578612597115254,-9208385875120264535,DataPoint
-4752899881842518624,-3533523101956952860,DataPoint
-4751905786778860562,-4157710559197894264,DataPoint
-4751739853305768700,-1445011132548937410,DataPoint
-4751536854772443725,8150317710680082224,DataPoint
-4750470801901475264,3611307458115920455,DataPoint
-4749515753046138245,6463147679339733745,DataPoint
-4748875858156613780,-7079399585073114153,DataPoint
-4748321190290776613,256926599489820195,DataPoint
-4748269729195416266,-1690841469779243908,DataPoint
-4747835074846467786,6230617965214343981,DataPoint
-4747290145606747909,7416799883392258271,DataPoint
-4747132997634886916,1072192838100599689,DataPoint
-4746509861331000126,-6806661735425837259,DataPoint
-4745584153971376716,612154465138853679,DataPoint
-4745363360842102439,4442536933963322942,DataPoint
-4745343763139650026,-71619079548813826,DataPoint
-4745274639921480642,-6593422834502324716,DataPoint
-4744288926157714134,-6134089995729216084,DataPoint
-4743770708020590106,-8017870047410190706,DataPoint
-4743753581998262638,-8015115745946482211,DataPoint
-4743713168132218171,-5029771682129617715,DataPoint
-4743235013501149553,2634557557309789682,DataPoint
-4743060867208600760,4442092314028715889,DataPoint
-4742677890318546338,3111253364727477595,DataPoint
-4742397873829120673,-9206791844453479774,DataPoint
-4742088069049860911,6158488300864379397,DataPoint
-4740817420011604601,-147279165411200782,DataPoint
-4740419941879117144,-2508045465271256048,DataPoint
-4740416760587473078,-4106887350265432550,DataPoint
-4739709191860777937,26509995435247197,DataPoint
-4739437361223953998,-690804680989285539,DataPoint
-4739294335050781931,-4656805903672006204,DataPoint
-4738738874579759411,7955532306756094023,DataPoint
-4738158066210958662,7520184996949037804,DataPoint
-4737429768093788595,-1445011132548937410,DataPoint
-4737096389399935230,8120411159989566731,DataPoint
-4735473994879103857,5649723483193569771,DataPoint
-4735463780336422060,-5902388810790426270,DataPoint
-4734952873626449957,-5044075491901839921,DataPoint
-4734322275588806435,-8578873735341428416,DataPoint
-4734077337732838735,-1071549119801377973,DataPoint
-4733894098677163942,-7652749906143060367,DataPoint
-4733552829453684514,6130752024369959471,DataPoint
-4733023004539157973,-9056277028644320420,DataPoint
-4732979096382007023,-6222144195395661580,DataPoint
-4732330864422279610,-1256296519478698345,DataPoint
-4732146012497333734,994866972177147178,DataPoint
-4731764801097090640,3763752220587737635,DataPoint
-4731743125842187600,6158488300864379397,DataPoint
-4729369190155398129,5410947121347882853,DataPoint
-4729347333131328426,-8420545502744499286,DataPoint
-4729245867181191147,4680920783900181838,DataPoint
-4729054443234960012,8367533239691003131,DataPoint
-4727018837670903011,-1518151367410172991,DataPoint
-4726346000040083855,6184166125322478171,DataPoint
-4725775212159703616,-690804680989285539,DataPoint
-4725401761971036185,-106798104678236280,DataPoint
-4724360193948476039,-9206791844453479774,DataPoint
-4724152445905431511,-9208385875120264535,DataPoint
-4723660712322351457,-1690841469779243908,DataPoint
-4722282265377008318,-4051729641874228162,DataPoint
-4722275866597325087,6158488300864379397,DataPoint
-4722129880548869204,6230617965214343981,DataPoint
-4721982397097350123,-3786157027243760643,DataPoint
-4721711945980095078,1554950219842605513,DataPoint
-4720730802608041736,-7354470963609129697,DataPoint
-4720563156283024631,-4286116086816162344,DataPoint
-4720128581063280982,-690804680989285539,DataPoint
-4719835450028943736,6558939559789025422,DataPoint
-4718930189989078106,2882018361738066861,DataPoint
-4718764433044844581,7567872231686663842,DataPoint
-4718670332590347290,-663541146244657700,DataPoint
-4718379771221965174,6490516709927279216,DataPoint
-4718230394025290237,6401492359489407176,DataPoint
-4717723639659707655,6184166125322478171,DataPoint
-4716179179058121728,-7573711229010500040,DataPoint
-4714727002080095633,-6806661735425837259,DataPoint
-4714032937925228213,3347078228020056874,DataPoint
-4713926626373960582,4680920783900181838,DataPoint
-4712864779172196697,-147279165411200782,DataPoint
-4710556093090621295,-7708291528914582420,DataPoint
-4709538651864394538,-2411162311537972639,DataPoint
-4709437832910112279,8074813073043485299,DataPoint
-4709063018967999034,5659390077294306971,DataPoint
-4708780049922242936,1727809192656307777,DataPoint
-4708565724540281052,7771670790980631174,DataPoint
-4708363978176663741,-5268872515968967676,DataPoint
-4706145343623741514,255041909978111336,DataPoint
-4706040523495887402,-8891891285620117479,DataPoint
-4705929825731850934,9068686612678622916,DataPoint
-4705101402735679955,4022488887369575927,DataPoint
-4704925681033368455,2950926064836155415,DataPoint
-4704189069577343360,256926599489820195,DataPoint
-4703057981529737168,6772972574815946712,DataPoint
-4702526001336953456,7955532306756094023,DataPoint
-4701553538827181907,-7197741952579302372,DataPoint
-4701415427703887207,-4543649962601384866,DataPoint
-4701112121691202970,6357897790782223720,DataPoint
-4701073082732286487,8244595296926638230,DataPoint
-4700264411632877456,6463147679339733745,DataPoint
-4699643080898006898,-5873463292017711847,DataPoint
-4699030759730041357,-4286116086816162344,DataPoint
-4698748440218975926,-5044075491901839921,DataPoint
-4698651874931654026,2882018361738066861,DataPoint
-4698476395031717752,-6722382392903185077,DataPoint
-4698060241299151453,-653727541234250282,DataPoint
-4698058733675400992,8237797997585450982,DataPoint
-4697941564201319610,-8017870047410190706,DataPoint
-4697422603751266324,6104384769249699519,DataPoint
-4696962239493211356,-1786151914235030186,DataPoint
-4696911165998884745,6572994254794162501,DataPoint
-4696884801223591718,8614130483881762438,DataPoint
-4695499924019061443,8651977188853429774,DataPoint
-4695401361673301191,4600377947495831026,DataPoint
-4695105535203330529,-4019351474211831988,DataPoint
-4694741844426611087,-5235030103836723629,DataPoint
-4694456200060566670,255041909978111336,DataPoint
-4694096835387409356,-3377132631558097907,DataPoint
-4692774926519516596,-8649375362184708888,DataPoint
-4692134445347332286,2634557557309789682,DataPoint
-4691906743638168697,-147279165411200782,DataPoint
-4691655215409289084,-9056277028644320420,DataPoint
-4691421904154758365,-2475177383897786671,DataPoint
-4690367385696048987,-850838976784033655,DataPoint
-4690037741055586869,1615179447846403173,DataPoint
-4689928181701661384,-6623594200490381592,DataPoint
-4689577481325564494,-4543649962601384866,DataPoint
-4689538928589211300,2846735371487399248,DataPoint
-4689183737479461344,-1943247991744881273,DataPoint
-4687836451151350880,6762025442525471925,DataPoint
-4687228480676718985,4289924547671894220,DataPoint
-4686280562085625504,-5268872515968967676,DataPoint
-4685343667717799798,-7785990881252862290,DataPoint
-4684980560359261652,1772157545352428127,DataPoint
-4684253218515528241,255041909978111336,DataPoint
-4684036390431391340,2346313829235539952,DataPoint
-4683756265457480125,-8015115745946482211,DataPoint
-4683280113657640746,1727809192656307777,DataPoint
-4681881530950447886,-71619079548813826,DataPoint
-4681843851071458897,-4432400248405339147,DataPoint
-4681588466645457098,-1514004982074232629,DataPoint
-4681563142409197330,50511669530153989,DataPoint
-4677557311934988192,-2475177383897786671,DataPoint
-4676797500142720989,1497393525103309001,DataPoint
-4676347730133905129,-1518151367410172991,DataPoint
-4675939087780570630,155472071092084904,DataPoint
-4674697290752959652,-5797244606152189405,DataPoint
-4674161271896745500,-6429224564021299589,DataPoint
-4671531956895477101,-2119461428372176803,DataPoint
-4670976262232955378,-5873463292017711847,DataPoint
-4669504439977760563,2846735371487399248,DataPoint
-4668227094830302572,-850838976784033655,DataPoint
-4667971411050935144,5659390077294306971,DataPoint
-4667929604307237909,-4285821900599484157,DataPoint
-4667721647188331835,-4656805903672006204,DataPoint
-4667569989029095037,5659390077294306971,DataPoint
-4667204885469328710,-5873463292017711847,DataPoint
-4667163456124889567,3611307458115920455,DataPoint
-4666509234837525344,6883377445328491549,DataPoint
-4665966355518870482,-767125499386215193,DataPoint
-4665110543524347321,4442092314028715889,DataPoint
-4664976207007611781,7980562140376949937,DataPoint
-4664564635705054864,-5650986906416869641,DataPoint
-4664090972876454848,-9071127688434437152,DataPoint
-4663224801117596882,-7359470002711444108,DataPoint
-4662402075551063361,3928740194012335759,DataPoint
-4661056309447250198,6712212224121066747,DataPoint
-4660521194758733479,-6464651650585887677,DataPoint
-4660405027113538870,5410947121347882853,DataPoint
-4660403789468237666,-424942856488150780,DataPoint
-4660132154534686202,5837200614112843287,DataPoint
-4659289508634669957,50511669530153989,DataPoint
-4659169792911575971,4486505010488519050,DataPoint
-4658376370200168170,-2980273523901128968,DataPoint
-4658259648522869238,-1812038759933385076,DataPoint
-4658246831442966142,-3533523101956952860,DataPoint
-4658063154773938641,-4019351474211831988,DataPoint
-4655890553621933232,3580943868643450885,DataPoint
-4654188326212239262,-8584631714929899164,DataPoint
-4654113277182681473,4309420700426708602,DataPoint
-4654090820868100091,8802880531903383332,DataPoint
-4652123245414500620,-8578873735341428416,DataPoint
-4652073461374133146,-1059501172949486794,DataPoint
-4652048003443041625,-1786151914235030186,DataPoint
-4652047657148595420,-3786157027243760643,DataPoint
-4651698818489621922,-4432400248405339147,DataPoint
-4651645838456229852,-5044075491901839921,DataPoint
-4651537400191412217,-6273285128882058646,DataPoint
-4650596520604872667,-6772141888700366913,DataPoint
-4649307770323208166,-56162526912972305,DataPoint
-4648832732209735241,-7652749906143060367,DataPoint
-4648677097440420314,2940255051291319326,DataPoint
-4648350407440929871,-558610269239559175,DataPoint
-4648061204329819810,-955776950419061885,DataPoint
-4647143221339068363,64117980724815824,DataPoint
-4646840580674369275,-8420545502744499286,DataPoint
-4646815214932190909,5849080221813580520,DataPoint
-4646387373414954244,7328197117602129882,DataPoint
-4645401487379322379,-7469463114722689664,DataPoint
-4645343754340175965,6852134207894979538,DataPoint
-4645177395690989702,-8351636098437462948,DataPoint
-4644994491170413416,-558610269239559175,DataPoint
-4644978083830510507,6401492359489407176,DataPoint
-4644821624387423085,7696812839592535116,DataPoint
-4644695807616807167,-4051729641874228162,DataPoint
-4644633522035178031,-2475177383897786671,DataPoint
-4644070412007330717,7579599337073795740,DataPoint
-4643529684050180617,-8584631714929899164,DataPoint
-4642954469251092069,6230617965214343981,DataPoint
-4642307994877892361,1554950219842605513,DataPoint
-4642274293776126845,-7708291528914582420,DataPoint
-4642133727788886042,5633071282474936649,DataPoint
-4641256577139775338,-147279165411200782,DataPoint
-4640740957712528339,-3918348109346915957,DataPoint
-4640219907677628148,3580943868643450885,DataPoint
-4639438942564921746,-8015115745946482211,DataPoint
-4639387969505591073,4289924547671894220,DataPoint
-4639085858883938842,3167449301340214813,DataPoint
-4638422879579462985,5148090169943061104,DataPoint
-4636731736260054957,-8649375362184708888,DataPoint
-4636289623150031568,-1622838103865765189,DataPoint
-4635675275932902154,-5235030103836723629,DataPoint
-4634186043761934582,-8015115745946482211,DataPoint
-4631330288595625607,5251529113816694266,DataPoint
-4630623185571481588,1727809192656307777,DataPoint
-4630194397912585086,-4285821900599484157,DataPoint
-4630003429613590684,-3374465122017082816,DataPoint
-4629618667908018913,8237797997585450982,DataPoint
-4627759916036602235,-4656805903672006204,DataPoint
-4627096925725310036,8124445293633227097,DataPoint
-4626706251224675055,2854608764606661332,DataPoint
-4625197556300361287,50511669530153989,DataPoint
-4624383555346611259,-4693177115812025705,DataPoint
-4622973707085693842,-7723578991671879771,DataPoint
-4622290555653793790,-955776950419061885,DataPoint
-4621159412902533868,8244595296926638230,DataPoint
-4619530492989557440,2978725479716890747,DataPoint
-4618161591917239116,5979140652367618447,DataPoint
-4617718228416451394,4503462009399587809,DataPoint
-4616740655780543417,-5235030103836723629,DataPoint
-4616671170484928393,-147279165411200782,DataPoint
-4616508072147235076,1554950219842605513,DataPoint
-4616167032884211629,3665199512301889811,DataPoint
-4615362983313896562,5633071282474936649,DataPoint
-4615289891606597459,-1059501172949486794,DataPoint
-4614753511848227098,5148090169943061104,DataPoint
-4614673814912691745,6852134207894979538,DataPoint
-4613757112505041885,-1640252274308936244,DataPoint
-4613528102748873673,-6722382392903185077,DataPoint
-4613208777870503556,-4286116086816162344,DataPoint
-4613138967165488397,-4170981799333512930,DataPoint
-4612282702223419799,6182831833100046817,DataPoint
-4611986435190651393,-8420545502744499286,DataPoint
-4611226041772163623,-5473020888422529961,DataPoint
-4610643858329461772,4442536933963322942,DataPoint
-4610507124074061050,7214499395594318230,DataPoint
-4609194048066019234,8614130483881762438,DataPoint
-4608909440205283304,255041909978111336,DataPoint
-4608574496226673052,-9206791844453479774,DataPoint
-4608434269117501955,5462897851701403591,DataPoint
-4608104046647053090,3611307458115920455,DataPoint
-4607469162956163896,-7796288117367534758,DataPoint
-4606427457352239843,3580943868643450885,DataPoint
-4606276885548344856,8150317710680082224,DataPoint
-4603792882432475136,3747617495677930292,DataPoint
-4602948868714783774,2882018361738066861,DataPoint
-4601925514189356840,-4615554263062289219,DataPoint
-4601670178106482595,7002982084647961925,DataPoint
-4601597039207657001,-2475177383897786671,DataPoint
-4600828406111510572,5251529113816694266,DataPoint
-4600452923857103225,3128826227799140502,DataPoint
-4598470337772017805,-3822386420320960849,DataPoint
-4598146850592432008,5837200614112843287,DataPoint
-4598064048770409314,-3533523101956952860,DataPoint
-4597988371269515648,-5442897542344330574,DataPoint
-4597235152187050652,-4019351474211831988,DataPoint
-4597217044726215654,5633071282474936649,DataPoint
-4596795132166725380,-5136369798597093155,DataPoint
-4596661124880594387,2346313829235539952,DataPoint
-4596421425099099775,-6715933180870781913,DataPoint
-4595457837192669324,50511669530153989,DataPoint
-4594602380937405445,6048361804962262178,DataPoint
-4594350398777372400,7567872231686663842,DataPoint
-4594316489209359513,-8584631714929899164,DataPoint
-4593671191522198159,6357897790782223720,DataPoint
-4593336159196933060,-4019351474211831988,DataPoint
-4592802934297992800,-653727541234250282,DataPoint
-4591003560792422153,-8578873735341428416,DataPoint
-4589616512941718875,-7469463114722689664,DataPoint
-4585984537106298544,-2119461428372176803,DataPoint
-4584952475930356722,-2322025920163202336,DataPoint
-4584906770095251576,-6464651650585887677,DataPoint
-4583909885884468192,-1514004982074232629,DataPoint
-4583775170760556356,6463147679339733745,DataPoint
-4583767983054542093,7214499395594318230,DataPoint
-4583147876040095321,-6623594200490381592,DataPoint
-4582367666452334629,3427839857063425485,DataPoint
-4580897863934557252,6504450664251588696,DataPoint
-4580452005045375153,-7315681560399614650,DataPoint
-4580418806048068109,2020205123310551648,DataPoint
-4580257708328442850,2346313829235539952,DataPoint
-4579912407905674423,-5837789940359851953,DataPoint
-4578480951236232796,-2980273523901128968,DataPoint
-4577348902916678424,6864021986634505877,DataPoint
-4576732991218028086,-1071549119801377973,DataPoint
-4574697412531841179,-4170981799333512930,DataPoint
-4574203601815494568,3111253364727477595,DataPoint
-4573650177030039136,8120411159989566731,DataPoint
-4573441288249362942,-2868800207031613863,DataPoint
-4573028616500736314,-4794914101060767082,DataPoint
-4571173802830550497,4503462009399587809,DataPoint
-4570904951143038830,9068686612678622916,DataPoint
-4570270515925571249,-4138400819694905562,DataPoint
-4568588493484806980,-6429224564021299589,DataPoint
-4568460536418602296,-8891891285620117479,DataPoint
-4567314241822558917,2007117552201740649,DataPoint
-4567214457265562147,155472071092084904,DataPoint
-4566697810380329810,3580943868643450885,DataPoint
-4566571603242592850,-2925025384902009946,DataPoint
-4566442371951419324,1884368550472138822,DataPoint
-4564961638276407293,977392565289234386,DataPoint
-4564708155227305559,-3374465122017082816,DataPoint
-4564128768649619080,-1964903838634371121,DataPoint
-4563791983969478003,6184166125322478171,DataPoint
-4562846546428285237,7328197117602129882,DataPoint
-4562734152883287221,-4693177115812025705,DataPoint
-4562720892698902028,-1002724051348395610,DataPoint
-4562115016694080348,5410947121347882853,DataPoint
-4562112192107877183,6567096021750531126,DataPoint
-4561098755821985786,7235315460169122707,DataPoint
-4559453225772419667,-1514004982074232629,DataPoint
-4558581556042381374,5251529113816694266,DataPoint
-4556911628145621737,-3822386420320960849,DataPoint
-4556718188106827986,-7796288117367534758,DataPoint
-4556675596866730153,-2508045465271256048,DataPoint
-4556035565967289825,-8146906127921858665,DataPoint
-4555481379788302118,-587998792699864239,DataPoint
-4555295172127557973,4022488887369575927,DataPoint
-4554570619544866743,-6222144195395661580,DataPoint
-4554003183303496459,3245967807872503568,DataPoint
-4553891850361134458,255041909978111336,DataPoint
-4553296396746194391,6772972574815946712,DataPoint
-4553234037537027350,-1812038759933385076,DataPoint
-4552559177875913472,5148090169943061104,DataPoint
-4552307988598477510,-8578873735341428416,DataPoint
-4552267835512295515,-4170981799333512930,DataPoint
-4550713138553659210,7771670790980631174,DataPoint
-4550209730633123225,7416799883392258271,DataPoint
-4549563812606889710,1554950219842605513,DataPoint
-4548473044747788235,-7652749906143060367,DataPoint
-4548204057320377903,-4615554263062289219,DataPoint
-4548187104148942663,-7450812655500613309,DataPoint
-4547616342988563869,3111253364727477595,DataPoint
-4547124166181752635,-3918348109346915957,DataPoint
-4546359717770437268,5410947121347882853,DataPoint
-4546317710083914026,256926599489820195,DataPoint
