acquiredPointID:ID(AcquiredPoint),iteration:int,:LABEL
-7842622123675719586,59,AcquiredPoint
-7842595592763561934,42,AcquiredPoint
-7842313031898056470,62,AcquiredPoint
-7841719416223359090,79,AcquiredPoint
-7841076753190178153,33,AcquiredPoint
-7840997867095030938,6,AcquiredPoint
-7840696248177024139,9,AcquiredPoint
-7839750965109191513,0,AcquiredPoint
-7837980942591168118,24,AcquiredPoint
-7837846705540007210,95,AcquiredPoint
-7836016619821574382,95,AcquiredPoint
-7835781937108270321,89,AcquiredPoint
-7835497538429129525,65,AcquiredPoint
-7835441689981406405,131,AcquiredPoint
-7835160585607739548,12,AcquiredPoint
-7835133402125986513,8,AcquiredPoint
-7833335332423933285,9,AcquiredPoint
-7831734843850375486,50,AcquiredPoint
-7830760613811295796,66,AcquiredPoint
-7830742269176766489,17,AcquiredPoint
-7830681063336104179,39,AcquiredPoint
-7830245379523126689,104,AcquiredPoint
-7830214527032119882,93,AcquiredPoint
-7829782414107564949,65,AcquiredPoint
-7829042030202057518,110,AcquiredPoint
-7828550154204779321,104,AcquiredPoint
-7827719950781264002,53,AcquiredPoint
-7827083546527691048,85,AcquiredPoint
-7827028337447152812,78,AcquiredPoint
-7826765541641093112,137,AcquiredPoint
-7825418515849803424,10,AcquiredPoint
-7825247812525643064,32,AcquiredPoint
-7825058590102049013,13,AcquiredPoint
-7822589442778833101,3,AcquiredPoint
-7821549776981750855,15,AcquiredPoint
-7821492532197251719,43,AcquiredPoint
-7821320497646539701,93,AcquiredPoint
-7819925028289278939,129,AcquiredPoint
-7818258260681116040,132,AcquiredPoint
-7817180879122110878,4,AcquiredPoint
-7816677257951050244,0,AcquiredPoint
-7815163825308508790,30,AcquiredPoint
-7815138002096303066,34,AcquiredPoint
-7814931522759163197,30,AcquiredPoint
-7814356848912192202,60,AcquiredPoint
-7812797575414275367,107,AcquiredPoint
-7812720253422363971,37,AcquiredPoint
-7811091794822528843,90,AcquiredPoint
-7810868154567623910,146,AcquiredPoint
-7810699326423532413,45,AcquiredPoint
-7810234715602138773,20,AcquiredPoint
-7809035854238067356,68,AcquiredPoint
-7808912395976952951,129,AcquiredPoint
-7808833741850228301,9,AcquiredPoint
-7808814402553884291,9,AcquiredPoint
-7808738326142685904,20,AcquiredPoint
-7808560062104487885,33,AcquiredPoint
-7808189029919456128,77,AcquiredPoint
-7807733339016196569,138,AcquiredPoint
-7807724893895788542,4,AcquiredPoint
-7807410788887368927,40,AcquiredPoint
-7807195580108754386,5,AcquiredPoint
-7807103189916248763,67,AcquiredPoint
-7806545417896485415,46,AcquiredPoint
-7806207799096839433,55,AcquiredPoint
-7805679996718472438,90,AcquiredPoint
-7805375251559531511,139,AcquiredPoint
-7804499680317907376,67,AcquiredPoint
-7803231083299434221,34,AcquiredPoint
-7802110326638132995,28,AcquiredPoint
-7801571206697376293,103,AcquiredPoint
-7801145640859082598,93,AcquiredPoint
-7800373476276889554,6,AcquiredPoint
-7800341923177369730,98,AcquiredPoint
-7800264719416136999,15,AcquiredPoint
-7800249280193925114,64,AcquiredPoint
-7799930478788609344,57,AcquiredPoint
-7799849497402436055,41,AcquiredPoint
-7799759297820862844,58,AcquiredPoint
-7799690253964862691,54,AcquiredPoint
-7799498789098376341,62,AcquiredPoint
-7799460692618161471,22,AcquiredPoint
-7799337148070304726,116,AcquiredPoint
-7798691507509202588,49,AcquiredPoint
-7797449060667705806,105,AcquiredPoint
-7797406742628146743,24,AcquiredPoint
-7796882021994083292,41,AcquiredPoint
-7796111610289404418,53,AcquiredPoint
-7795229674693552304,51,AcquiredPoint
-7794839001112050562,59,AcquiredPoint
-7793808708260943291,34,AcquiredPoint
-7793530003178189758,125,AcquiredPoint
-7792495584161010550,80,AcquiredPoint
-7792223757865576927,65,AcquiredPoint
-7790763962618053146,67,AcquiredPoint
-7788588048826876353,23,AcquiredPoint
-7788276126300265215,47,AcquiredPoint
-7787230507427992116,28,AcquiredPoint
-7787062831954975048,15,AcquiredPoint
-7786598199076093750,62,AcquiredPoint
-7785243493506459541,98,AcquiredPoint
-7785053341579135983,65,AcquiredPoint
-7784072312817834024,49,AcquiredPoint
-7782941462227715863,38,AcquiredPoint
-7782898296216067957,63,AcquiredPoint
-7782837837182983755,11,AcquiredPoint
-7782348810980408718,68,AcquiredPoint
-7782006677032116432,80,AcquiredPoint
-7780986092019177728,103,AcquiredPoint
-7778961614773069924,47,AcquiredPoint
-7778960512415276313,65,AcquiredPoint
-7778364799465161545,3,AcquiredPoint
-7776217119831510577,31,AcquiredPoint
-7775787108286246200,2,AcquiredPoint
-7775629548816604135,83,AcquiredPoint
-7774866000111582907,2,AcquiredPoint
-7773375543381604671,3,AcquiredPoint
-7772972582876399619,78,AcquiredPoint
-7772857302824793493,56,AcquiredPoint
-7772576315396798664,36,AcquiredPoint
-7772568732376955916,77,AcquiredPoint
-7771207619295887227,140,AcquiredPoint
-7770631308066583620,65,AcquiredPoint
-7770397600148857426,127,AcquiredPoint
-7770120032531769405,23,AcquiredPoint
-7769971533648637797,46,AcquiredPoint
-7769526951277340109,37,AcquiredPoint
-7768317207631508569,87,AcquiredPoint
-7767274972232850085,1,AcquiredPoint
-7767002513775505983,136,AcquiredPoint
-7766647376958424707,39,AcquiredPoint
-7765890086599749694,140,AcquiredPoint
-7765329717732863390,136,AcquiredPoint
-7765312235156054255,68,AcquiredPoint
-7764468604062759530,85,AcquiredPoint
-7763136286803599202,8,AcquiredPoint
-7763020394259020635,125,AcquiredPoint
-7762585035974866289,40,AcquiredPoint
-7761700306737166247,106,AcquiredPoint
-7761350370316165460,19,AcquiredPoint
-7760772574973303432,103,AcquiredPoint
-7760299208007626714,41,AcquiredPoint
-7759633975954612245,60,AcquiredPoint
-7759179622693451683,92,AcquiredPoint
-7759100479699589145,66,AcquiredPoint
-7758742174859312099,38,AcquiredPoint
-7758510632989896893,62,AcquiredPoint
-7757393681859614816,56,AcquiredPoint
-7757002333269529754,62,AcquiredPoint
-7755753960477824574,116,AcquiredPoint
-7755727524528240981,30,AcquiredPoint
-7754696160129229427,35,AcquiredPoint
-7754497568642298073,26,AcquiredPoint
-7752488723352878813,46,AcquiredPoint
-7750454217696956462,62,AcquiredPoint
-7748629947775860891,14,AcquiredPoint
-7748408805592229870,95,AcquiredPoint
-7747046225295828692,95,AcquiredPoint
-7746886780288592244,109,AcquiredPoint
-7746772924558335648,28,AcquiredPoint
-7744003322691839184,42,AcquiredPoint
-7743854093644307592,93,AcquiredPoint
-7743829204879430768,13,AcquiredPoint
-7743244714689489227,28,AcquiredPoint
-7742524642097684715,90,AcquiredPoint
-7742381088893278768,2,AcquiredPoint
-7742333634487402683,24,AcquiredPoint
-7741875111006516310,93,AcquiredPoint
-7740773470191472581,54,AcquiredPoint
-7740713672827152696,71,AcquiredPoint
-7740455077948956218,28,AcquiredPoint
-7738885217242451661,7,AcquiredPoint
-7738154993922529466,26,AcquiredPoint
-7737052264148966282,10,AcquiredPoint
-7736982065601895463,122,AcquiredPoint
-7736944664225464191,57,AcquiredPoint
-7736119229017627813,81,AcquiredPoint
-7736060779840239915,67,AcquiredPoint
-7735149107688455061,2,AcquiredPoint
-7731906624722477549,65,AcquiredPoint
-7730195180640344762,97,AcquiredPoint
-7729977670591683634,38,AcquiredPoint
-7729619153278535224,1,AcquiredPoint
-7728957711018509824,101,AcquiredPoint
-7727002006043683900,110,AcquiredPoint
-7726738594115270329,59,AcquiredPoint
-7726286585893700305,40,AcquiredPoint
-7725249369264578660,65,AcquiredPoint
-7723698904903556010,12,AcquiredPoint
-7723124893412145501,123,AcquiredPoint
-7721304896936722550,29,AcquiredPoint
-7720956548697251777,21,AcquiredPoint
-7720946325388514629,42,AcquiredPoint
-7719914904788603220,92,AcquiredPoint
-7719172546183495175,128,AcquiredPoint
-7718514489111410692,61,AcquiredPoint
-7718414725254247414,131,AcquiredPoint
-7715352671864750215,84,AcquiredPoint
-7715130229349391819,4,AcquiredPoint
-7714455438764214606,10,AcquiredPoint
-7714432111979016890,91,AcquiredPoint
-7714217844053948969,46,AcquiredPoint
-7714205270705843167,2,AcquiredPoint
-7713954509954981167,50,AcquiredPoint
-7713641206620048513,132,AcquiredPoint
-7712735180013676424,45,AcquiredPoint
-7712683183141011826,92,AcquiredPoint
-7712555640835591794,72,AcquiredPoint
-7712024581447326315,35,AcquiredPoint
-7710588503898717997,49,AcquiredPoint
-7709559827560410030,47,AcquiredPoint
-7709049533052168025,129,AcquiredPoint
-7709048900248955361,85,AcquiredPoint
-7709037839130771664,72,AcquiredPoint
-7708406139157054419,66,AcquiredPoint
-7707779613598117081,24,AcquiredPoint
-7707634428864803862,57,AcquiredPoint
-7706579645855411892,20,AcquiredPoint
-7706346855412766121,127,AcquiredPoint
-7706260366191916046,26,AcquiredPoint
-7706054008594858759,72,AcquiredPoint
-7705759673526531312,53,AcquiredPoint
-7705223471093351989,53,AcquiredPoint
-7703703030277279242,40,AcquiredPoint
-7703499353301803217,110,AcquiredPoint
-7703198927897020528,6,AcquiredPoint
-7702291949012711642,16,AcquiredPoint
-7701713070940210724,66,AcquiredPoint
-7700753940347900804,48,AcquiredPoint
-7700562321211841826,98,AcquiredPoint
-7700339382888741386,40,AcquiredPoint
-7699743112403264097,79,AcquiredPoint
-7698459394987960246,98,AcquiredPoint
-7698086657222998338,108,AcquiredPoint
-7697000409817427519,98,AcquiredPoint
-7696500200268302289,52,AcquiredPoint
-7696061682956175872,2,AcquiredPoint
-7695361327525321583,90,AcquiredPoint
-7695050020704583352,117,AcquiredPoint
-7694723198903045814,25,AcquiredPoint
-7693948217778479480,144,AcquiredPoint
-7693716889902506246,43,AcquiredPoint
-7693352920664659493,60,AcquiredPoint
-7693200191165240665,129,AcquiredPoint
-7692859908103994692,139,AcquiredPoint
-7691651052849081686,15,AcquiredPoint
-7691379129107918225,99,AcquiredPoint
-7691051474994044167,21,AcquiredPoint
-7690719829742996739,44,AcquiredPoint
-7689699265688118911,14,AcquiredPoint
-7689584460236775340,56,AcquiredPoint
-7688174447423720166,40,AcquiredPoint
-7688048095178609721,29,AcquiredPoint
-7687694894727755131,93,AcquiredPoint
-7686622311374888180,18,AcquiredPoint
-7686340851895791793,66,AcquiredPoint
-7686268949283343380,69,AcquiredPoint
-7686259895874876737,15,AcquiredPoint
-7686070075193647439,96,AcquiredPoint
-7685860430988190659,46,AcquiredPoint
-7685467159897460838,27,AcquiredPoint
-7685129843530914395,135,AcquiredPoint
-7685108643276535097,33,AcquiredPoint
-7684173793291102119,38,AcquiredPoint
-7683660586183910367,11,AcquiredPoint
-7683601703993521688,116,AcquiredPoint
-7683125004514923321,97,AcquiredPoint
-7682994994141959272,52,AcquiredPoint
-7682786074871601469,137,AcquiredPoint
-7680191841014548875,66,AcquiredPoint
-7679224141534504832,59,AcquiredPoint
-7678871509705092329,48,AcquiredPoint
-7677587098330509717,47,AcquiredPoint
-7676241131936997406,145,AcquiredPoint
-7676045813428191086,12,AcquiredPoint
-7675679256955058357,12,AcquiredPoint
-7675350529635293869,137,AcquiredPoint
-7674625418073266346,68,AcquiredPoint
-7674117119052123651,5,AcquiredPoint
-7673009008011220881,7,AcquiredPoint
-7672514261903879528,59,AcquiredPoint
-7672488803095820767,111,AcquiredPoint
-7672055522445623382,96,AcquiredPoint
-7671815246951988562,57,AcquiredPoint
-7671708605382135117,31,AcquiredPoint
-7667463072899812004,48,AcquiredPoint
-7666387441814009827,27,AcquiredPoint
-7665820913357653228,98,AcquiredPoint
-7664972789984757671,73,AcquiredPoint
-7664938733043230117,97,AcquiredPoint
-7663702335013727239,7,AcquiredPoint
-7662681224126361635,72,AcquiredPoint
-7661932659652937589,92,AcquiredPoint
-7661076074701523492,92,AcquiredPoint
-7660655785761141033,63,AcquiredPoint
-7660411826663316991,2,AcquiredPoint
-7660376830023849377,88,AcquiredPoint
-7660209001079678082,97,AcquiredPoint
-7659069817471282322,142,AcquiredPoint
-7657979713193449069,27,AcquiredPoint
-7657528240048579391,1,AcquiredPoint
-7657074399360885313,57,AcquiredPoint
-7656656826477467793,110,AcquiredPoint
-7655473982602573868,90,AcquiredPoint
-7655087090078625471,91,AcquiredPoint
-7654614596220596608,81,AcquiredPoint
-7654025471951016078,110,AcquiredPoint
-7653624686435183595,60,AcquiredPoint
-7653011732332290200,29,AcquiredPoint
-7650358095709721219,65,AcquiredPoint
-7650261322857358708,42,AcquiredPoint
-7649984235906968926,47,AcquiredPoint
-7649476809693533815,97,AcquiredPoint
-7648798750265872796,91,AcquiredPoint
-7648781020727478771,78,AcquiredPoint
-7648079076454302140,75,AcquiredPoint
-7646988110459958135,100,AcquiredPoint
-7645297154418119099,30,AcquiredPoint
-7641925789052671448,5,AcquiredPoint
-7640962306560768634,40,AcquiredPoint
-7640374893253847115,23,AcquiredPoint
-7639190758159831759,18,AcquiredPoint
-7639009613067661271,69,AcquiredPoint
-7638455896847206019,90,AcquiredPoint
-7638179617139367734,77,AcquiredPoint
-7637705294418088980,47,AcquiredPoint
-7637270220591981313,140,AcquiredPoint
-7636784880917818593,104,AcquiredPoint
-7635552140030067360,40,AcquiredPoint
-7634315397389237913,15,AcquiredPoint
-7634302661321424472,12,AcquiredPoint
-7634232246157042002,50,AcquiredPoint
-7633871241517473339,15,AcquiredPoint
-7632960981982474621,18,AcquiredPoint
-7631324638491444726,38,AcquiredPoint
-7631219033450293802,30,AcquiredPoint
-7630320710615582035,122,AcquiredPoint
-7629420727415205085,5,AcquiredPoint
-7629257634975177656,43,AcquiredPoint
-7629178460304009275,29,AcquiredPoint
-7629076447725492099,82,AcquiredPoint
-7627966524269171858,32,AcquiredPoint
-7627600554026363250,86,AcquiredPoint
-7627204558342938237,127,AcquiredPoint
-7626273276418006380,112,AcquiredPoint
-7626116540575235043,1,AcquiredPoint
-7625931764372472753,20,AcquiredPoint
-7625588110850422970,14,AcquiredPoint
-7625161239023965728,7,AcquiredPoint
-7624172951576642704,75,AcquiredPoint
-7622096044323086154,87,AcquiredPoint
-7620182553271425714,107,AcquiredPoint
-7619152583937561751,2,AcquiredPoint
-7618577217683426431,55,AcquiredPoint
-7618451770654809636,49,AcquiredPoint
-7618076094389563110,141,AcquiredPoint
-7617340483613883499,43,AcquiredPoint
-7617042230055364767,105,AcquiredPoint
-7616531748143784005,104,AcquiredPoint
-7616450912119132899,70,AcquiredPoint
-7615540003995426543,127,AcquiredPoint
-7614684888086357821,87,AcquiredPoint
-7614281879697973661,111,AcquiredPoint
-7613063055951626898,54,AcquiredPoint
-7612726154576341282,20,AcquiredPoint
-7612110046518880298,0,AcquiredPoint
-7612058639933809352,71,AcquiredPoint
-7611686784118717494,23,AcquiredPoint
-7609873859769473389,96,AcquiredPoint
-7608912231080987357,49,AcquiredPoint
-7608419561495841447,128,AcquiredPoint
-7608328017305766578,58,AcquiredPoint
-7607857526768104326,115,AcquiredPoint
-7607709068748685111,15,AcquiredPoint
-7607656917272088483,97,AcquiredPoint
-7607046152857878975,58,AcquiredPoint
-7606293649361140413,14,AcquiredPoint
-7605426702803084541,18,AcquiredPoint
-7603969033598989657,25,AcquiredPoint
-7603449134430988211,7,AcquiredPoint
-7603004495953174684,112,AcquiredPoint
-7602972569415765226,61,AcquiredPoint
-7600996460543637108,73,AcquiredPoint
-7600687709551100403,71,AcquiredPoint
-7600132286574716446,143,AcquiredPoint
-7599521913802824219,31,AcquiredPoint
-7599258468838188446,15,AcquiredPoint
-7599028830957065573,62,AcquiredPoint
-7596839782420837473,67,AcquiredPoint
-7596767923251303270,9,AcquiredPoint
-7596202075716238767,49,AcquiredPoint
-7595779120165680194,138,AcquiredPoint
-7595659904165029092,143,AcquiredPoint
-7595198116303783296,46,AcquiredPoint
-7594576923465650686,95,AcquiredPoint
-7594567966507900580,27,AcquiredPoint
-7594022685220689329,42,AcquiredPoint
-7593502599002782831,62,AcquiredPoint
-7593319020610723401,70,AcquiredPoint
-7592955266537931362,131,AcquiredPoint
-7592525169320112845,29,AcquiredPoint
-7592105417656385411,16,AcquiredPoint
-7590891899808876996,98,AcquiredPoint
-7590365313222336975,7,AcquiredPoint
-7588572929504932313,66,AcquiredPoint
-7588548654750833218,95,AcquiredPoint
-7588525688504646915,115,AcquiredPoint
-7588189572029009320,12,AcquiredPoint
-7587848742256832784,5,AcquiredPoint
-7587803071623645589,51,AcquiredPoint
-7587463213415542747,47,AcquiredPoint
-7587324981246881437,12,AcquiredPoint
-7586883199955960725,21,AcquiredPoint
-7586583666762530600,98,AcquiredPoint
-7585331579306626236,45,AcquiredPoint
-7584995481113313331,98,AcquiredPoint
-7584690718803206384,139,AcquiredPoint
-7583925849857644608,21,AcquiredPoint
-7583695331012978185,11,AcquiredPoint
-7582334218690745764,106,AcquiredPoint
-7582058257879422691,26,AcquiredPoint
-7581783645031752670,30,AcquiredPoint
-7581772255585355758,6,AcquiredPoint
-7581606650983457170,57,AcquiredPoint
-7581387802049414325,27,AcquiredPoint
-7579272375507285007,103,AcquiredPoint
-7579038501834277618,112,AcquiredPoint
-7578139108204614831,63,AcquiredPoint
-7577579348911920498,83,AcquiredPoint
-7575913456071581261,82,AcquiredPoint
-7575694962189506437,75,AcquiredPoint
-7575417916296228885,5,AcquiredPoint
-7575193325465012111,58,AcquiredPoint
-7574925520592648604,109,AcquiredPoint
-7574854645588463647,17,AcquiredPoint
-7574707151988294391,71,AcquiredPoint
-7574605223546777356,46,AcquiredPoint
-7574199489495640676,51,AcquiredPoint
-7574056739091437380,41,AcquiredPoint
-7573707738959765496,57,AcquiredPoint
-7573224146770659581,134,AcquiredPoint
-7573191506378497634,68,AcquiredPoint
-7572250927517019835,41,AcquiredPoint
-7572200764333866234,16,AcquiredPoint
-7571964629468670948,87,AcquiredPoint
-7571669397096518198,89,AcquiredPoint
-7571655097403434795,137,AcquiredPoint
-7570425311016266937,70,AcquiredPoint
-7569982701719512735,13,AcquiredPoint
-7569519971314047608,133,AcquiredPoint
-7569313487282089602,82,AcquiredPoint
-7567771616392698057,27,AcquiredPoint
-7567382473004766487,42,AcquiredPoint
-7565756103261603687,94,AcquiredPoint
-7564760163165492259,88,AcquiredPoint
-7563902882468957398,46,AcquiredPoint
-7563000809283064703,28,AcquiredPoint
-7560542180908010369,44,AcquiredPoint
-7560498958414921585,142,AcquiredPoint
-7560048469402264966,49,AcquiredPoint
-7559913408697337198,45,AcquiredPoint
-7558820951101586890,125,AcquiredPoint
-7558057686582348627,15,AcquiredPoint
-7557627577674874464,25,AcquiredPoint
-7557467068511711960,124,AcquiredPoint
-7557301355398634767,42,AcquiredPoint
-7556925144555851949,67,AcquiredPoint
-7556771196134206232,27,AcquiredPoint
-7555789420127596081,17,AcquiredPoint
-7555526570015819427,12,AcquiredPoint
-7554807210893912273,49,AcquiredPoint
-7554704677031434644,30,AcquiredPoint
-7553427018925754655,20,AcquiredPoint
-7553200101912119642,10,AcquiredPoint
-7553080473653471260,45,AcquiredPoint
-7552784670811475468,18,AcquiredPoint
-7552146452845787013,5,AcquiredPoint
-7551841368234372969,128,AcquiredPoint
-7551578749925202215,1,AcquiredPoint
-7551376756389654825,14,AcquiredPoint
-7550601501664461551,9,AcquiredPoint
-7550404719812887095,3,AcquiredPoint
-7550327595887298321,10,AcquiredPoint
-7549788319817364430,61,AcquiredPoint
-7549597018496153200,126,AcquiredPoint
-7549540452055455209,37,AcquiredPoint
-7549531027506493868,62,AcquiredPoint
-7548957397914288399,8,AcquiredPoint
-7548749608537286983,2,AcquiredPoint
-7548155835040402224,35,AcquiredPoint
-7547962017587167223,62,AcquiredPoint
-7547934888543042436,60,AcquiredPoint
-7547195335133733376,1,AcquiredPoint
-7546483437855029494,108,AcquiredPoint
-7544605772440676937,31,AcquiredPoint
-7544449452373949719,40,AcquiredPoint
-7544012574800855931,48,AcquiredPoint
-7543559073943670685,66,AcquiredPoint
-7543432486997408667,135,AcquiredPoint
-7543297798803640813,44,AcquiredPoint
-7542662817323662828,113,AcquiredPoint
-7542120942844151311,11,AcquiredPoint
-7541490352585371380,90,AcquiredPoint
-7540346849830025891,57,AcquiredPoint
-7540088024632523619,109,AcquiredPoint
-7539534975351513401,6,AcquiredPoint
-7538998656217934425,52,AcquiredPoint
-7538758519381908441,56,AcquiredPoint
-7538672526663806943,109,AcquiredPoint
-7536432864450633902,63,AcquiredPoint
-7533180201122571006,41,AcquiredPoint
-7532138197964817916,34,AcquiredPoint
-7531635557104416928,12,AcquiredPoint
-7529760009689292138,111,AcquiredPoint
-7527183165722546644,93,AcquiredPoint
-7526976006661684216,27,AcquiredPoint
-7526436838852184258,32,AcquiredPoint
-7525946054204045566,86,AcquiredPoint
-7522578652733782624,14,AcquiredPoint
-7522516325631234420,99,AcquiredPoint
-7521768092494823426,84,AcquiredPoint
-7521420957962389934,28,AcquiredPoint
-7521199186432816571,22,AcquiredPoint
-7520919023662601434,130,AcquiredPoint
-7520794502915652537,96,AcquiredPoint
-7520253651193804168,103,AcquiredPoint
-7517639316568797422,144,AcquiredPoint
-7517531262119062077,80,AcquiredPoint
-7517166560578261826,88,AcquiredPoint
-7516556802585016496,67,AcquiredPoint
-7516275190910216087,23,AcquiredPoint
-7516267094435315698,139,AcquiredPoint
-7515925580944628845,50,AcquiredPoint
-7515126106932889449,19,AcquiredPoint
-7514999193325781413,125,AcquiredPoint
-7514831326432852613,7,AcquiredPoint
-7514392507518572979,25,AcquiredPoint
-7514147569879311684,62,AcquiredPoint
-7512427228963399073,73,AcquiredPoint
-7512110601073915232,3,AcquiredPoint
-7511916519564847617,26,AcquiredPoint
-7510344609815738051,5,AcquiredPoint
-7509041435843181922,12,AcquiredPoint
-7508777180476140508,40,AcquiredPoint
-7507862632547750433,34,AcquiredPoint
-7507818260464216923,103,AcquiredPoint
-7507153539891429659,46,AcquiredPoint
-7506910789950796783,37,AcquiredPoint
-7506705302203890185,81,AcquiredPoint
-7506247404951184947,114,AcquiredPoint
-7505877103586533142,142,AcquiredPoint
-7505779010057993734,4,AcquiredPoint
-7504065244571301180,13,AcquiredPoint
-7503622317255987772,10,AcquiredPoint
-7503444313828563522,6,AcquiredPoint
-7503319978816690442,30,AcquiredPoint
-7502947660357805453,144,AcquiredPoint
-7502933709379863783,4,AcquiredPoint
-7501939426749553328,122,AcquiredPoint
-7501716628610233765,78,AcquiredPoint
-7501001802122919626,135,AcquiredPoint
-7500260337237628380,19,AcquiredPoint
-7500201396283223907,70,AcquiredPoint
-7500128257755918077,46,AcquiredPoint
-7498381915564640027,6,AcquiredPoint
-7497704233595174358,37,AcquiredPoint
-7497168033003536080,3,AcquiredPoint
-7495577212432898978,120,AcquiredPoint
-7495159575386069057,139,AcquiredPoint
-7494758037621100992,107,AcquiredPoint
-7493965378638194852,72,AcquiredPoint
-7493842044614819288,18,AcquiredPoint
-7493374246723373661,9,AcquiredPoint
-7492383619111135545,61,AcquiredPoint
-7491803904924606646,143,AcquiredPoint
-7491554351156175727,11,AcquiredPoint
-7491042498292560602,32,AcquiredPoint
-7491018305138831523,28,AcquiredPoint
-7490394739193702056,23,AcquiredPoint
-7490101166182099898,61,AcquiredPoint
-7489675645858941494,68,AcquiredPoint
-7488740130417976907,0,AcquiredPoint
-7488408877659317524,17,AcquiredPoint
-7485843879441894386,14,AcquiredPoint
-7484809522771363367,141,AcquiredPoint
-7484611554899682224,83,AcquiredPoint
-7484416460143568547,37,AcquiredPoint
-7484146681081620024,57,AcquiredPoint
-7483602935549796334,30,AcquiredPoint
-7483533080897728815,58,AcquiredPoint
-7483510012112011009,51,AcquiredPoint
-7483015038348116851,47,AcquiredPoint
-7482389362553018433,62,AcquiredPoint
-7481248079090308568,112,AcquiredPoint
-7479907829245033727,86,AcquiredPoint
-7478535843870522825,39,AcquiredPoint
-7477389418209707108,35,AcquiredPoint
-7476720662904120284,91,AcquiredPoint
-7475901105515806617,34,AcquiredPoint
-7475807091757203611,6,AcquiredPoint
-7475239183817361940,70,AcquiredPoint
-7474813620796761924,2,AcquiredPoint
-7474646638959876728,14,AcquiredPoint
-7474024123387944430,42,AcquiredPoint
-7473808601535394535,94,AcquiredPoint
-7473540361756348107,49,AcquiredPoint
-7473242065224116881,102,AcquiredPoint
-7472675546084765573,128,AcquiredPoint
-7471775938143678982,45,AcquiredPoint
-7470906329666376187,50,AcquiredPoint
-7470139061867313532,35,AcquiredPoint
-7470057800793731994,30,AcquiredPoint
-7468844967176124307,89,AcquiredPoint
-7468128653600013044,44,AcquiredPoint
-7468108164014372504,70,AcquiredPoint
-7467406045200707666,67,AcquiredPoint
-7466915356784473514,5,AcquiredPoint
-7466293515075294229,64,AcquiredPoint
-7465102719067607898,74,AcquiredPoint
-7463507580061674130,111,AcquiredPoint
-7462461511653887337,51,AcquiredPoint
-7462110859703032715,114,AcquiredPoint
-7461346546648611363,18,AcquiredPoint
-7461170532930365734,114,AcquiredPoint
-7459897736398019798,69,AcquiredPoint
-7457589910894148722,119,AcquiredPoint
-7456068443508757525,52,AcquiredPoint
-7455650288343396264,20,AcquiredPoint
-7455466976830884566,60,AcquiredPoint
-7455269151236484702,102,AcquiredPoint
-7454706288061801890,51,AcquiredPoint
-7454699432335775883,95,AcquiredPoint
-7454204509407267723,123,AcquiredPoint
-7453697561236767147,73,AcquiredPoint
-7452871563168665318,9,AcquiredPoint
-7451761057618924540,68,AcquiredPoint
-7450735183175329047,141,AcquiredPoint
-7450627707260794982,72,AcquiredPoint
-7449822193047893762,93,AcquiredPoint
-7449484892424061523,70,AcquiredPoint
-7448490042674267497,119,AcquiredPoint
-7448394860075704376,78,AcquiredPoint
-7447792270585952761,110,AcquiredPoint
-7447485529317965794,74,AcquiredPoint
-7447395170999541215,19,AcquiredPoint
-7446518541939785259,94,AcquiredPoint
-7446374392245360421,84,AcquiredPoint
-7445982103574562147,136,AcquiredPoint
-7445565623489783549,39,AcquiredPoint
-7445550399731004690,76,AcquiredPoint
-7445344907263455206,48,AcquiredPoint
-7445290553635975715,82,AcquiredPoint
-7444890918655854710,16,AcquiredPoint
-7444389893326161617,69,AcquiredPoint
-7443638088872699243,139,AcquiredPoint
-7442817350971245740,72,AcquiredPoint
-7441516494383574390,94,AcquiredPoint
-7441462498456913451,6,AcquiredPoint
-7441198285757213450,17,AcquiredPoint
-7440943813309179445,17,AcquiredPoint
-7440213835860609293,93,AcquiredPoint
-7440142824650452935,1,AcquiredPoint
-7439333203827578100,76,AcquiredPoint
-7438059221092373550,65,AcquiredPoint
-7436272124862933557,27,AcquiredPoint
-7434247621856621700,69,AcquiredPoint
-7433574888526273184,56,AcquiredPoint
-7433567432100590492,41,AcquiredPoint
-7432716233097790961,138,AcquiredPoint
-7432525008474132704,105,AcquiredPoint
-7430833640056364576,100,AcquiredPoint
-7429909765791531817,134,AcquiredPoint
-7426951002530257581,70,AcquiredPoint
-7425727494032773139,109,AcquiredPoint
-7425270822663648151,76,AcquiredPoint
-7424821139796406432,56,AcquiredPoint
-7424729518756115137,96,AcquiredPoint
-7424332613070990033,4,AcquiredPoint
-7423230288547595811,32,AcquiredPoint
-7422657813293994865,64,AcquiredPoint
-7421667064903172933,25,AcquiredPoint
-7420403055049522487,55,AcquiredPoint
-7419063209877120972,82,AcquiredPoint
-7418675655216522977,106,AcquiredPoint
-7418171172325261028,1,AcquiredPoint
-7417915543107910158,108,AcquiredPoint
-7416208544753932555,31,AcquiredPoint
-7415819518487735138,114,AcquiredPoint
-7415814083467582076,138,AcquiredPoint
-7415496686247123562,28,AcquiredPoint
-7415413772360294947,16,AcquiredPoint
-7414151273921633367,101,AcquiredPoint
-7413057378119534286,57,AcquiredPoint
-7411181749746694854,6,AcquiredPoint
-7411057177048690497,82,AcquiredPoint
-7410649898199439598,129,AcquiredPoint
-7410321856924856244,53,AcquiredPoint
-7410249250176424229,96,AcquiredPoint
